mission_id,mission_name,meter_name,meter_id,sample_interval,notes,campaign,creator_username
5114086a-c56b-478e-9d15-337337e747bb,SLV_17_TS_3,,46000000041B4D53,480,,Smokeless Village,bamg-01
7842f464-6a13-4159-8190-94971ddccd04,SLV_03_TS_3,,1F0000000457F453,480,,Smokeless Village,bamg-01
beb5010c-18a8-4ef2-8fb2-57ad58561ae3,SLV_04_TS_3,,8B00000004597053,480,,Smokeless Village,bamg-01
2b2b0abb-d474-4541-b5a9-e0a457880a46,SLV_05_TS_3,,5700000004212853,480,,Smokeless Village,bamg-01
512fe3bc-ea1b-4096-9318-e62d331adaed,SLV_06_TS_3,,840000000440D453,480,,Smokeless Village,bamg-01
678ec765-0ba2-443b-870b-e17e465c8bdb,SLV_07_TS_3,,5D00000004624A53,480,,Smokeless Village,bamg-01
766b9bc1-e904-4d2b-b0d6-d748c43aae9a,SLV_08_TS_3,,2600000004237C53,480,,Smokeless Village,bamg-01
39acd516-89c1-435e-888a-70422d03f4bb,SLV_10_TS_3,,1E0000000418E053,480,,Smokeless Village,bamg-01
093a2b7e-4f94-478e-82ca-426a85a047fd,SLV_11_TS_3,,780000000462C053,480,,Smokeless Village,bamg-01
12cd2fa0-47e5-46fe-bbd9-2d86ebdd73d1,SLV_15_TS_3,,B7000000041B8F53,480,,Smokeless Village,bamg-01
7bbfe8ba-5293-4817-bff9-67820794a89c,SLV_16_TS_3,,240000000431D453,480,,Smokeless Village,bamg-01
b1e2f74b-d850-4cc7-b5f1-0f3e0e2e3c25,SLV_24_TS_3,,520000000459D753,480,,Smokeless Village,bamg-01
bd853798-5b45-4b52-aabe-e42d0b454a6e,SLV_02_TS_3,,B80000000457C953,480,,Smokeless Village,bamg-01
1273c26f-d97c-47b0-8a38-fda6c67b18be,SLV_03_TS_2,,1F0000000457F453,480,,Smokeless Village,bamg-01
185b66ca-d8f8-4f44-b2e4-4545e9d58877,SLV_04_TS_2,,8B00000004597053,480,,Smokeless Village,bamg-01
bb14999e-2a1f-4dcd-b159-0e9622aca57e,SLV_06_TS_2,,840000000440D453,480,,Smokeless Village,bamg-01
95bc5e98-e3b4-4f7f-b2b6-23a1b0deef2e,SLV_08_TS_2,,2600000004237C53,480,,Smokeless Village,bamg-01
d6ff9513-13f6-488c-984c-5ceb41a37b1b,SLV_10_TS_2,,1E0000000418E053,480,,Smokeless Village,bamg-01
8036483a-f685-4928-ba64-dafcae2ab1ff,SLV_08_TS_2.csv 2,,360000000440D253,480,,Smokeless Village,bamg-01
4afd485b-53c9-4f8c-896b-ebba40670887,SLV_17_TS_2,,46000000041B4D53,480,,Smokeless Village,bamg-01
f5f79a66-57f5-4392-acb5-fc93737904ee,SLV_02_TS_2,,B80000000457C953,480,,Smokeless Village,bamg-01
4a3a6ed6-2310-4e42-8a24-4e1daad41a85,SLV_24_TS_2,,520000000459D753,480,,Smokeless Village,bamg-01
7363eae9-2321-43cd-b8f1-f173db4c260a,SLV_11_TS_2,,780000000462C053,480,,Smokeless Village,bamg-01
5f5907ac-741a-45a9-b41a-539039d5c9a8,SLV_20_TS_2,,CF00000004088253,480,,Smokeless Village,bamg-01
810ff6db-4bab-4918-acc0-f3361115a127,SLV_07_TS_2,,5D00000004624A53,480,,Smokeless Village,bamg-01
2d248ede-b64d-47c2-98a1-16c31ee78ad0,SLV_09_TS_2,,7D0000000452E153,480,,Smokeless Village,bamg-01
9d1ff952-ffbf-4134-85a7-8da59df7470b,SLV_12_TS_2,,C600000004123853,480,,Smokeless Village,bamg-01
a9114eec-fe89-48d2-bfdb-8bcb3216fb8a,SLV_14_TS_2,,67000000043CA553,480,,Smokeless Village,bamg-01
fd1383bd-00ca-43f3-b50c-66ab0ff07d97,SLV_15_TS_2,,B7000000041B8F53,480,,Smokeless Village,bamg-01
cf38a438-f6d6-480f-be25-4cf40d05dc70,SLV_16_TS_2,,240000000431D453,480,,Smokeless Village,bamg-01
bbae6cf4-80f8-42e7-9b01-a03aaf7d58c7,SLV_18_TS_2,,3500000004190A53,480,,Smokeless Village,bamg-01
cda15e42-6cb2-40b8-83f6-d9f905700a7c,SLV_19_TS_2,,54000000041EBB53,480,,Smokeless Village,bamg-01
cc065a7d-bb43-4379-a373-a7df43a4a380,SLV_21_TS_2,,A900000004401253,480,,Smokeless Village,bamg-01
4020f525-a20f-43d1-a306-471ca275efca,SLV_25_TS_2,,EF0000000409B253,480,,Smokeless Village,bamg-01
96cdc19d-8975-4759-8aa3-79167159dac7,SLV_05_TS_2,,5700000004212853,480,,Smokeless Village,bamg-01
73743157-99e7-40ff-bbc5-c1506ecd4408,SLV_16_TS_1,,240000000431D453,480,,Smokeless Village,bamg-01
c426b379-dcf7-413f-bfff-4911b1c16f7d,SLV_02_TS_1,,B80000000457C953,480,,Smokeless Village,bamg-01
2d8503a9-e881-4776-b53e-845d033bb1b9,SLV_17_TS_1,,46000000041B4D53,480,,Smokeless Village,bamg-01
6f9debc8-5457-49b8-af89-630143dae2b3,SLV_03_TS_1,,1F0000000457F453,480,,Smokeless Village,bamg-01
632067ab-64cd-4dcf-a69c-1c00568b500a,SLV_04_TS_1,,8B00000004597053,480,,Smokeless Village,bamg-01
5d938059-0000-0000-0000-CC78AB77E9B2,Dot-E9B2 | 2019-10-01 11:33,Dot-E9B2,CC:78:AB:77:E9:B2,300,,NAMA Piloto Solar y Ventilador,namas
64420fd2-89be-47c1-9679-8ec4a6408f4e,SLV_012_TS_6AC,,C600000004123853,480,,Smokeless Village,bamg-01
5def381a-0000-0000-0000-806FB063584D,Dot-584D | 2019-12-10 14:15,Dot-584D,80:6F:B0:63:58:4D,60,14：28,Smokeless Village,bamg-01
5d938273-0000-0000-0000-CC78AB78010A,Dot-010A 111105,Dot-010A san felipe,CC:78:AB:78:01:0A,300,"111105
Davila Casternoque Olga cocina A leña",NAMA Piloto Solar y Ventilador,namas
5d94f403-0000-0000-0000-CC78AB77E9B2,Dot-E9B2 111105,Dot-E9B2 san felipe,CC:78:AB:77:E9:B2,300,San Felipe,NAMA Piloto Solar y Ventilador,namas
5d952ac1-0000-0000-0000-CC78AB6E0DBC,Dot-0DBC | 2019-10-02 17:54,Dot-0DBC,CC:78:AB:6E:0D:BC,300,,NAMA Piloto Solar y Ventilador,namas
5d95eabb-0000-0000-0000-CC78AB6E0578,Dot-0578 | 2019-10-03 07:33,Dot-0578,CC:78:AB:6E:05:78,300,,NAMA Piloto Solar y Ventilador,namas
10d7d696-4dd0-44ca-9581-f596eb814e6a,SL_021_TS_4,,A900000004401253,480,,Smokeless Village,bamg-01
e7f73d9b-3157-4b53-b2cf-806d768ff88f,SLV_)25_TS_4,,EF0000000409B253,480,,Smokeless Village,bamg-01
1820caa7-c3a4-4c23-b82a-f603d1d261b7,SLV_02_TS_1,,B80000000457C953,480,,Smokeless Village,bamg-01
4d94ba11-0877-476a-aac5-d6bd7eb865b3,SLV_03_TS_1,,1F0000000457F453,480,,Smokeless Village,bamg-01
87250778-237a-44be-a093-9c0c7127638a,SLV_03_TS_2,,1F0000000457F453,480,,Smokeless Village,bamg-01
7933c582-9b25-4032-84ac-ce21c8a97e65,SLV_03_TS_3,,1F0000000457F453,480,,Smokeless Village,bamg-01
68679ad3-a1c1-4264-bd79-22a17e64eaff,SLV_003_TS_4,,1F0000000457F453,480,,Smokeless Village,bamg-01
eb9400b6-8fcc-40d2-b131-12172fbba00c,SLV_003_TS_5,,1F0000000457F453,480,,Smokeless Village,bamg-01
785ef19e-ea8a-4260-989d-8cc36782a553,SLV_003_TS_6,,1F0000000457F453,480,,Smokeless Village,bamg-01
5d562749-0000-0000-0000-CC78AB77EA80,Dot-EA80 | 2019-08-15 22:47,Dot-EA80,CC:78:AB:77:EA:80,300,hhjj,NAMA Piloto Solar y Ventilador,namas
5d58548a-0000-0000-0000-CC78AB77E9B2,Dot-E9B2 | 2019-08-17 14:24,Dot-E9B2,CC:78:AB:77:E9:B2,300,"cocina tradicional, Metardo Ojanama, Localidad Canayo, San Martin",NAMA Piloto Solar y Ventilador,namas
5d5853f3-0000-0000-0000-CC78AB78010A,Dot-010A | 2019-08-17 14:21,Dot-010A,CC:78:AB:78:01:0A,300,"Cocina tradicional, Olga Davila Casternoque, localidad San felipe, Loreto. Se movio pilas.",NAMA Piloto Solar y Ventilador,namas
5d405e31-0000-0000-0000-CC78AB6E0526,Dot-0526 | 2019-07-30 10:10,Dot-0526,CC:78:AB:6E:05:26,300,censor de cosina solar familia 1,NAMA Piloto Solar y Ventilador,namas
5d405ff2-0000-0000-0000-CC78AB77FCD5,Dot-FCD5 | 2019-07-30 10:18,Dot-FCD5,CC:78:AB:77:FC:D5,300,cocina tradicional o fogón familia 1,NAMA Piloto Solar y Ventilador,namas
5d4066ea-0000-0000-0000-CC78AB77F22C,Dot-F22C | 2019-07-30 10:48,Dot-F22C,CC:78:AB:77:F2:2C,300,cocina a glp familia 1,NAMA Piloto Solar y Ventilador,namas
5d4071e7-0000-0000-0000-CC78AB6DF880,Dot-F880 | 2019-07-30 11:35,Dot-F880,CC:78:AB:6D:F8:80,300,cocina tradicional o fogón(mejorada),NAMA Piloto Solar y Ventilador,namas
5d407175-0000-0000-0000-CC78AB6E050A,Dot-050A | 2019-07-30 11:33,Dot-050A,CC:78:AB:6E:05:0A,300,cocona solar familia 2,NAMA Piloto Solar y Ventilador,namas
5d448b3f-0000-0000-0000-CC78AB77FCE0,Dot-FCE0 | 2019-08-02 14:12,Dot-FCE0,CC:78:AB:77:FC:E0,300,cocina tradicional de Samuel Urquia Arimuya,NAMA Piloto Solar y Ventilador,namas
5d448bc2-0000-0000-0000-CC78AB77FCE0,Dot-FCE0 | 2019-08-02 14:14,Dot-FCE0,CC:78:AB:77:FC:E0,300,cocina tradicional de Segundo Silvano Macahuachi,NAMA Piloto Solar y Ventilador,namas
5d448c10-0000-0000-0000-CC78AB77FCBB,Dot-FCBB | 2019-08-02 14:15,Dot-FCBB,CC:78:AB:77:FC:BB,300,"cocina con ventilador, Segundo Silvano Macahuachi",NAMA Piloto Solar y Ventilador,namas
5d4602b9-0000-0000-0000-CC78AB6E0346,Dot-0346 | 2019-08-03 16:54,Dot-0346,CC:78:AB:6E:03:46,300,"Griseria de la Cruz Cabrera
control cocina tradicional",NAMA Piloto Solar y Ventilador,namas
5d7a002c-0000-0000-0000-CC78AB780147,Dot-0147 | 2019-09-12 11:13,Dot-0147,CC:78:AB:78:01:47,300,,CAA-Kenya,caakenya
5d7a0a7d-0000-0000-0000-CC78AB6E0DEF,Dot-0DEF | 2019-09-12 12:05,Dot-0DEF,CC:78:AB:6E:0D:EF,300,,CAA-Kenya,caakenya
5d7a09d0-0000-0000-0000-CC78AB6E0DEF,Dot-0DEF | 2019-09-12 12:01,Dot-0DEF,CC:78:AB:6E:0D:EF,300,,CAA-Kenya,caakenya
5d7a0c38-0000-0000-0000-CC78AB6E0DEF,Dot-0DEF | 2019-09-12 12:12,Dot-0DEF,CC:78:AB:6E:0D:EF,300,,CAA-Kenya,caakenya
5d7a01fa-0000-0000-0000-CC78AB77FF8D,Dot-FF8D | 2019-09-12 11:28,Dot-FF8D,CC:78:AB:77:FF:8D,300,,CAA-Kenya,caakenya
5d7a0b19-0000-0000-0000-CC78AB6E0DEF,Dot-0DEF | 2019-09-12 12:07,Dot-0DEF,CC:78:AB:6E:0D:EF,300,,CAA-Kenya,caakenya
5d7a0b73-0000-0000-0000-CC78AB780147,Dot-0147 | 2019-09-12 12:09,Dot-0147,CC:78:AB:78:01:47,300,,CAA-Kenya,caakenya
5d7a0d7f-0000-0000-0000-CC78AB6E0DEF,Dot-0DEF | 2019-09-12 12:17,Dot-0DEF,CC:78:AB:6E:0D:EF,300,,CAA-Kenya,caakenya
5d7a0bf4-0000-0000-0000-CC78AB780147,Dot-0147 | 2019-09-12 12:11,Dot-0147,CC:78:AB:78:01:47,300,,CAA-Kenya,caakenya
efb5eda4-d071-4c7a-825b-4eab406c922d,SLV_024_LPG_6,,6D00000004542F53,480,,Smokeless Village,bamg-01
a701a14e-e571-4242-9952-d88388fb7f7a,SLV_014_LPG_4,,8800000004321853,480,,Smokeless Village,bamg-01
89e9f655-bbcb-4de4-89f7-844b99ef03ee,SLV_011_LPG_6,,AB0000000453A353,480,,Smokeless Village,bamg-01
5d7a4ecf-0000-0000-0000-CC78AB6E0FAE,Dot-0FAE | 2019-09-12 16:56,Dot-0FAE,CC:78:AB:6E:0F:AE,300,,CAA-Kenya,caakenya
f26462a1-a3bc-49a9-9315-03f735e97f31,SLV_008_LPG_6,,6F0000000462E853,480,,Smokeless Village,bamg-01
5d7a5ff1-0000-0000-0000-CC78AB6E05E7,Dot-05E7 | 2019-09-12 18:10,Dot-05E7,CC:78:AB:6E:05:E7,300,,CAA-Kenya,caakenya
5d7b3499-0000-0000-0000-CC78AB77FCEC,Dot-FCEC | 2019-09-13 09:16,Dot-FCEC,CC:78:AB:77:FC:EC,300,,CAA-Kenya,caakenya
5d7b4756-0000-0000-0000-CC78AB6E0DEF,Dot-0DEF | 2019-09-13 10:36,Dot-0DEF,CC:78:AB:6E:0D:EF,300,,CAA-Kenya,caakenya
70ece7ed-a9ff-4760-8f9d-bc73777108ae,SLV_003_LPG_6,,030000000420DD53,480,,Smokeless Village,bamg-01
5d7a4e8b-0000-0000-0000-CC78AB77F9F8,Dot-F9F8 | 2019-09-12 16:55,Dot-F9F8,CC:78:AB:77:F9:F8,300,,CAA-Kenya,caakenya
5d7a458c-0000-0000-0000-CC78AB6E0FAE,Dot-0FAE | 2019-09-12 16:16,Dot-0FAE,CC:78:AB:6E:0F:AE,300,,CAA-Kenya,caakenya
f666af21-76b2-4fb7-9b41-924b7e9d018a,SLV_012_LPG_6,,470000000461A653,480,,Smokeless Village,bamg-01
4ddd92e7-1f28-4d2d-8083-940cf4d9783a,SLV_001_LPG_6,,4B00000004598653,480,,Smokeless Village,bamg-01
5d7fbaef-0000-0000-0000-CC78AB6E0CA2,Dot-0CA2 | 2019-09-16 19:33,Dot-0CA2,CC:78:AB:6E:0C:A2,300,,CAA-Kenya,caakenya
4d858599-5204-4cca-9d5c-a8fcd387cefa,SLV_002_LPG_6,,0B00000004484453,480,,Smokeless Village,bamg-01
05938312-f96c-4921-a635-5b50614568b3,SLV_005_LPG_6,,6C00000004578153,480,,Smokeless Village,bamg-01
5d8223d3-0000-0000-0000-CC78AB77FCDB,Dot-FCDB | 2019-09-18 15:30,Dot-FCDB,CC:78:AB:77:FC:DB,300,,CAA-Kenya,caakenya
5d81fcf5-0000-0000-0000-CC78AB6DFFC4,Dot-FFC4 | 2019-09-18 12:45,Dot-FFC4,CC:78:AB:6D:FF:C4,300,,CAA-Kenya,caakenya
5d80e7fd-0000-0000-0000-CC78AB6E0CA2,Dot-OCA2 | 2019-09-17 17:04,Dot-OCA2,CC:78:AB:6E:0C:A2,300,,CAA-Kenya,caakenya
5d81fbd3-0000-0000-0000-CC78AB6E0FAE,Dot-0FAE | 2019-09-18 12:40,Dot-0FAE,CC:78:AB:6E:0F:AE,300,rubber,CAA-Kenya,caakenya
5d8223d2-0000-0000-0000-CC78AB6E09B4,Dot-09B4 | 2019-09-18 15:30,Dot-09B4,CC:78:AB:6E:09:B4,300,,CAA-Kenya,caakenya
5d7b999b-0000-0000-0000-CC78AB6E0CA2,Dot-0CA2 | 2019-09-13 16:28,Dot-0CA2,CC:78:AB:6E:0C:A2,300,,CAA-Kenya,caakenya
5d81fc2e-0000-0000-0000-CC78AB6E0DEF,Dot-0DEF | 2019-09-18 12:42,Dot-0DEF,CC:78:AB:6E:0D:EF,300,u clamp,CAA-Kenya,caakenya
5d822432-0000-0000-0000-CC78AB6E09B4,Dot-09B4 | 2019-09-18 15:33,Dot-09B4,CC:78:AB:6E:09:B4,300,,CAA-Kenya,caakenya
5d822488-0000-0000-0000-CC78AB77FCDB,Dot-FCDB | 2019-09-18 15:34,Dot-FCDB,CC:78:AB:77:FC:DB,300,,CAA-Kenya,caakenya
5d7a45f8-0000-0000-0000-CC78AB77FCFF,Dot-FCFF | 2019-09-12 16:16,Dot-FCFF,CC:78:AB:77:FC:FF,302,,CAA-Kenya,caakenya
87dec69b-0fd7-45e8-9569-545863b66a82,SLV_016_LPG_6,,530000000408D453,480,,Smokeless Village,bamg-01
33eb4c51-741f-4575-941a-54c007297489,SLV_007_LPG_6,,1500000004183A53,480,,Smokeless Village,bamg-01
dce7cd67-3f43-4d3b-872a-0cde386c6b10,SLV_006_LPG_6,,7F00000004243053,480,,Smokeless Village,bamg-01
929c15d6-46a4-4b95-8a74-93cbdd78bbcf,SLV_015_LPG_6,,FA00000004190053,480,,Smokeless Village,bamg-01
eb0f2b90-a8b8-4a5f-9057-5327cc8f95bd,SLV_010_LPG_6,,CD000000041B3353,480,,Smokeless Village,bamg-01
5d5ef13d-c5d2-406e-92d3-ae35b74738ad,SLV_023_LPG_6,,E00000000418DE53,480,,Smokeless Village,bamg-01
3e30691e-2a90-41dd-8f7b-05c57b7237e3,SLV_014_LPG_6,,8800000004321853,480,,Smokeless Village,bamg-01
cfbd3ff5-7407-4840-97ec-24f43e294ef1,SLV_009_LPG_6,,DE00000004089F53,480,,Smokeless Village,bamg-01
4d2e1682-0788-44b0-80c2-4799b1ec9204,SLV_025_LPG_6,,400000000408DA53,480,,Smokeless Village,bamg-01
4ddb5e28-44e4-4039-bc38-033ac8dada15,SLV_020_LPG_6,,9400000004688F53,480,,Smokeless Village,bamg-01
55bd2728-8884-4892-916a-239b3b3a9023,SLV_018_LPG_6,,E7000000043F2A53,480,,Smokeless Village,bamg-01
976fdcb9-aa76-403b-aeee-5e2e76e47a5d,SLV_019_LPG_6,,F40000000468F453,480,,Smokeless Village,bamg-01
0f793b03-3d5d-49ed-9afc-a0eebb5b2ddc,SLV_022_LPG_6,,E500000004245353,480,,Smokeless Village,bamg-01
78d65abc-b327-40b0-be13-027fb4a11348,SLV_021_LPG_6,,2F0000000423B553,480,,Smokeless Village,bamg-01
e6242c1f-326f-4b76-b1dc-d735946e8a6b,SLV_013_LPG_6,,A8000000043CAF53,480,,Smokeless Village,bamg-01
9d55b693-9075-4fec-83bb-8edbf30077f8,SLV_004_LPG_6,,6A00000004182553,480,,Smokeless Village,bamg-01
53de1c30-2088-482b-8a31-b32b55ade36d,SLV_017_LPG_6,,E80000000441DC53,480,,Smokeless Village,bamg-01
7f93b51d-c209-469a-aacf-e9fc155c260a,SLV_024_LPG_5,,6D00000004542F53,480,,Smokeless Village,bamg-01
5f71db60-c32c-4257-9863-effced578475,SLV_003_LPG_5,,030000000420DD53,480,,Smokeless Village,bamg-01
6f4be85d-b9b2-4be8-9849-df8c402cf65e,SLV_004_LPG_5,,6A00000004182553,480,,Smokeless Village,bamg-01
cc480ba2-0d09-4edb-91d0-8cf98b416310,SLV_005_LPG_5,,6C00000004578153,480,,Smokeless Village,bamg-01
e181cc3e-e2bf-4654-8102-1a3c5f34499d,SLV_007_LPG_5,,1500000004183A53,480,,Smokeless Village,bamg-01
83bc4774-3809-4e61-be7e-8c05a0e9df48,SLV_008_LPG_5,,6F0000000462E853,480,,Smokeless Village,bamg-01
0a41a941-490a-465f-bfc6-42b59f2fc001,SLV_013_LPG_5,,A8000000043CAF53,480,,Smokeless Village,bamg-01
a50d8742-955f-4625-976b-06c67172f06a,SLV_015_LPG_5,,FA00000004190053,480,,Smokeless Village,bamg-01
e54349b2-bd44-4a72-ba51-0bbd1f0d2996,SLV_016_LPG_5,,530000000408D453,480,,Smokeless Village,bamg-01
4cbad4d8-e31e-4ddd-b20e-ff24efbe77b3,SLV_020_LPG_5,,9400000004688F53,480,,Smokeless Village,bamg-01
9d697a45-9b49-4f26-a0e1-e14ee25c22c6,SLV_009_LPG_5,,DE00000004089F53,480,,Smokeless Village,bamg-01
ac8eb896-8e00-44e9-b76d-730dc03875b8,SLV_014_LPG_5,,8800000004321853,480,,Smokeless Village,bamg-01
a0b8b287-4838-416c-a157-1854ff9dc426,SLV_018_LPG_5,,E7000000043F2A53,480,,Smokeless Village,bamg-01
277d4e7d-127c-47ab-ba14-317e7d864df4,SLV_019_LPG_5,,F40000000468F453,480,,Smokeless Village,bamg-01
a39e535f-d939-41bd-95a0-b0548c3ad794,SLV_025_LPG_5,,400000000408DA53,480,,Smokeless Village,bamg-01
e9e91aa1-e6a2-463a-a4a4-51f085906eb8,SLV_002_LPG_5,,0B00000004484453,480,,Smokeless Village,bamg-01
390389f9-3310-4280-b352-490b991ef889,SLV_006_LPG_5,,7F00000004243053,480,,Smokeless Village,bamg-01
3da23e77-02b8-41fb-8253-e96bb3a295c9,SLV_010_LPG_5,,CD000000041B3353,480,,Smokeless Village,bamg-01
ce1cec2d-e0f7-41b3-b7cb-0ab9110a9b90,SLV_012_LPG_5,,470000000461A653,480,,Smokeless Village,bamg-01
3c975b05-1a0f-4e4a-be91-660781020c23,SLV_017_LPG_5,,E80000000441DC53,480,,Smokeless Village,bamg-01
f9cae3f7-acce-48fb-a8a8-0f46ba856dda,SLV_021_LPG_5,,2F0000000423B553,480,,Smokeless Village,bamg-01
6f29d33d-4c41-4c00-912c-c6953ea8bfed,SLV_022_LPG_5,,E500000004245353,480,,Smokeless Village,bamg-01
13c03540-d028-4a68-8c99-9dc6fbf8bdd6,SLV_023_LPG_5,,E00000000418DE53,480,,Smokeless Village,bamg-01
718f327d-9e06-4917-b7bd-8cb21e4563ab,SLV_024_LPG_4,,6D00000004542F53,480,,Smokeless Village,bamg-01
28b74992-ad96-43a8-b12e-71ef72f6d1c0,SLV_002_LPG_4,,0B00000004484453,480,,Smokeless Village,bamg-01
a5090c74-5191-4dd5-b3f7-aee4cb589048,SLV_003_LPG_4,,030000000420DD53,480,,Smokeless Village,bamg-01
95aec4c9-4301-422e-8f31-417074b0fd98,SLV_004_LPG_4,,6A00000004182553,480,,Smokeless Village,bamg-01
d256b903-af22-4eb8-b8d9-89b6a4963537,SLV_005_LPG_4,,6C00000004578153,480,,Smokeless Village,bamg-01
b0fab875-90d0-4ddf-b7ec-fa284864bf68,SLV_006_LPG_4,,7F00000004243053,480,,Smokeless Village,bamg-01
5da44069-0000-0000-0000-CC78AB77FE3E,Dot-FE3E | 2019-10-14 12:29,Dot-FE3E,CC:78:AB:77:FE:3E,300,,CAA-Kenya,caakenya
a1d10a2d-593c-4327-9136-79af2c60ee58,SLV_024_AMB_6,,5700000004538E53,480,,Smokeless Village,bamg-01
5da5a1ac-0000-0000-0000-CC78AB77F32B,,Dot-F32B,CC:78:AB:77:F3:2B,300,,CAA-Kenya,caakenya
c5ea51f0-cf14-40f9-a878-be99f18350e4,SLV_011_AMB_6,,9900000004320553,480,,Smokeless Village,bamg-01
5da5a207-0000-0000-0000-CC78AB77F32B,Dot-F32B | 2019-10-15 13:39,Dot-F32B,CC:78:AB:77:F3:2B,300,,CAA-Kenya,caakenya
861cfb32-c58a-43c9-aedc-bdae1685bdb3,SLV_001_AMB_6,,FF0000000419A353,480,,Smokeless Village,bamg-01
9501458f-8cd7-40ef-97cd-87d8e25a83d7,SLV_008_AMB_6,,D600000004233B53,480,,Smokeless Village,bamg-01
4655b841-a948-4833-8683-c41b2ca886b6,SLV_003_AMB_6,,9700000004199453,480,,Smokeless Village,bamg-01
5a22dcb9-fa42-4066-90a8-5b534672096c,SLV_012_AMB_6,,7E00000004081253,480,,Smokeless Village,bamg-01
5da5a93a-0000-0000-0000-CC78AB77FE65,Dot-FE65 | 2019-10-15 14:08,Dot-FE65,CC:78:AB:77:FE:65,300,,CAA-Kenya,caakenya
7e76da2f-2fab-4b5f-8bb5-b279ad0fdf59,SLV_002_AMB_6,,BC0000000409EE53,480,,Smokeless Village,bamg-01
9d484657-dbe7-4a25-9c56-6ffee71e5e90,SLV_005_AMB_6,,7D00000004236C53,480,,Smokeless Village,bamg-01
036ce18b-b8a6-4f1a-980e-b9c673be7aff,SLV_016_AMB_6,,5200000004085153,480,,Smokeless Village,bamg-01
189d9889-1082-4d34-a542-274380759ff3,SLV_007_AMB_6,,8E0000000442B953,480,,Smokeless Village,bamg-01
4cf5d6b7-503f-43eb-86a7-ea0d95f1ca98,SLV_006_AMB_6,,960000000431D253,480,,Smokeless Village,bamg-01
0c3b8ea5-47bf-489d-b297-32323efe4947,SLV_015_AMB_6,,1D00000004196F53,480,,Smokeless Village,bamg-01
9b4bc9f7-eb50-43e6-820f-0f243517a06e,SLV_010_AMB_6,,360000000440D253,480,,Smokeless Village,bamg-01
7c96764c-bbc1-4461-8b93-481170cfa519,SLV_023_AMB_6,,59000000043E5F53,480,,Smokeless Village,bamg-01
2b6d6deb-82e7-46ba-969b-d03789637cf7,SLV_014_AMB_6,,6400000004194553,480,,Smokeless Village,bamg-01
883e89ff-7b19-43db-8e31-bf5789857e35,SLV_009_AMB_6,,CE0000000462E053,480,,Smokeless Village,bamg-01
69d08995-a5c8-4d46-a66f-402ea29009ac,SLV_025_AMB_6,,5000000004123153,480,,Smokeless Village,bamg-01
890f5c84-10e9-4f51-a479-2109b529e020,SLV_020_AMB_6,,D900000004125C53,480,,Smokeless Village,bamg-01
fd45714d-ad18-4f8e-8a9b-5341abcb098a,SLV_18_AMB_6,,0800000004232C53,480,,Smokeless Village,bamg-01
789fca3f-2767-4665-8f38-196c9ca0cf7d,SLV_019_AMB_6,,2000000004558B53,480,,Smokeless Village,bamg-01
cd5d5f64-33e4-4a7f-be01-df571a7224ae,SLV_022_AMB_6,,3100000004224D53,480,,Smokeless Village,bamg-01
44e389be-27da-4baa-82a9-7c61faaaa8ad,SLV_021_AMB_6,,EF00000004635553,480,,Smokeless Village,bamg-01
7bd5c4fb-bde3-4ab0-a2db-d4246160e1ac,SLV_013_AMB_6,,C400000004333953,480,,Smokeless Village,bamg-01
75be6ed1-6f02-4101-9091-4c760224318d,SLV_004_AMB_6,,9D00000004122853,480,,Smokeless Village,bamg-01
5612a9ea-66f6-43f0-a989-e28e33a5c1d1,SLV_017_AMB_6,,6600000004195653,480,,Smokeless Village,bamg-01
09955e16-7195-4a46-9226-9d83a43facb8,SLV_024_AMB_5,,5700000004538E53,480,,Smokeless Village,bamg-01
cc87fdd6-4798-42e2-ace1-4c1e0270d41a,SLV_003_AMB_5,,9700000004199453,480,,Smokeless Village,bamg-01
43634160-fad5-4d1e-b1a5-4e7fbc781166,SLV_004_AMB_5,,9D00000004122853,480,,Smokeless Village,bamg-01
0f5c3c57-49b8-431f-a4af-e45862addf2b,SLV_005_AMB_5,,7D00000004236C53,480,,Smokeless Village,bamg-01
a10e9441-6108-4633-9427-5be0801c899e,SLV_007_AMB_5,,8E0000000442B953,480,,Smokeless Village,bamg-01
1e6038c6-1215-4571-b305-526010fc6fed,SLV_008_AMB_5,,D600000004233B53,480,,Smokeless Village,bamg-01
cba2fdcf-6e15-450f-925d-57191eb0c5c0,SLV_013_AMB_5,,C400000004333953,480,,Smokeless Village,bamg-01
2cf12914-d9c4-4689-aee0-9b99bd886a0f,SLV_015_AMB_5,,1D00000004196F53,480,,Smokeless Village,bamg-01
b7b35a5c-b2cd-4488-882c-927b22258595,SLV_016_AMB_5,,5200000004085153,480,,Smokeless Village,bamg-01
239403da-73ce-4058-99de-ba4fc56cb32f,SLV_020_AMB_5,,D900000004125C53,480,,Smokeless Village,bamg-01
3e72ea41-1d4b-4101-859f-3c76947fbc1c,SLV_009_AMB_5,,CE0000000462E053,480,,Smokeless Village,bamg-01
fd50efff-8ae6-47ce-a3b8-cfee3458e2b9,SLV_014_AMB_5,,6400000004194553,480,,Smokeless Village,bamg-01
39cae489-2481-46b2-a9a7-5fcebb8f9102,SLV_018_AMB_5,,0800000004232C53,480,,Smokeless Village,bamg-01
ab532b69-e690-415a-a2be-bd7fb2009740,SLV_019_AMB_5,,2000000004558B53,480,,Smokeless Village,bamg-01
